respondent_id,choice_set,label,choice_ind,package,terms,diet,state,survey_completion_secs,gender,age,us_region,household_income,fast_food_frequency,primary_grocery_shopper,occupation,ethnicity,primary_role_org,marital_status,housing,household_size,main_grocery_store,education,main_fast_food,final_comments,data_source
122494372,6,2,1,package 2,thick&juicy,omnivore,Tennessee,262,Male,59.0,South,"$50,000 - $79,999",,,,White,,,,,,,,Great survey ,pilot
122494375,6,2,1,package 2,thick&juicy,omnivore,Pennsylvania,133,Male,54.0,Northeast,Prefer not to say,I don't eat at fast food restaurants,Yes,Own business / Self-employed / Freelance,White,C-level executive,Single / Never married,Owned house,1,Prefer not to say,University/Higher Education,Arby's,,pilot
122494376,6,2,1,package 2,thick&juicy,omnivore,Arkansas,207,Female,58.0,South,"$0 - $14,999",Ten times or more per week,Yes,Unable to work,White,I don't work,Single / Never married,Rented apartment,2,,High School/Tertiary/Tech. College,,Thanks for letting  me survey for u ,pilot
122494380,6,2,0,package 2,thick&juicy,omnivore,Illinois,333,Male,54.0,Northeast,"$15,000 - $24,999",I don't eat at fast food restaurants,Yes,Unemployed,Hispanic or Latino,I don't work,Divorced,Rented apartment,1,Walmart (US),University/Higher Education,Domino's,,pilot
122494385,6,2,1,package 2,thick&juicy,omnivore,Mississippi,168,Male,37.0,South,"$80,000 - $99,999",One to three times per week,Yes,Full-time work,White,,Married,Owned house,,,University/Higher Education,,Don't typically eat plant based meat products.,pilot
122494386,6,2,1,package 2,thick&juicy,omnivore,Minnesota,150,Male,21.0,Midwest,,One to three times per week,No,Full-time work,Hispanic or Latino,I don't work,Single / Never married,Living with my parents,6+,,High School/Tertiary/Tech. College,,,pilot
122494390,6,2,1,package 2,thick&juicy,omnivore,California,183,Male,42.0,West,"$50,000 - $79,999",One to three times per week,I participate equally in grocery purchase decision,Full-time work,White,"Laborer/Service occupation (maid, miner, waiter)",Single / Never married,Rented house,3,,University/Higher Education,,,pilot
122494394,6,2,1,package 2,thick&juicy,veg,Texas,150,Male,44.0,South,"$80,000 - $99,999",One to three times per week,Yes,Full-time work,White,"Plant/machine operator, heavy equipment operator",Divorced,Owned house,4,,High School/Tertiary/Tech. College,,,pilot
122494396,6,2,1,package 2,thick&juicy,omnivore,North Carolina,135,Male,39.0,South,"$25,000 - $49,999",,Yes,Full-time work,White,Craftsman/Tradesman,Separated,Rented house,,,High School/Tertiary/Tech. College,,,pilot
122494400,6,2,0,package 2,thick&juicy,omnivore,Texas,121,Male,41.0,South,"$25,000 - $49,999",,,Own business / Self-employed / Freelance,White,,,,,,University/Higher Education,,,pilot
122494411,6,2,0,package 2,thick&juicy,omnivore,Kansas,108,Male,26.0,Midwest,,,,Studies,White,,Single / Never married,Rented house,2,,Secondary School,,,pilot
122494455,6,2,1,package 2,thick&juicy,omnivore,North Carolina,161,Male,25.0,South,"$50,000 - $79,999",One to three times per week,I participate equally in grocery purchase decision,Full-time work,White,Active armed forces/military,Single / Never married,Owned house,2,,High School/Tertiary/Tech. College,,,pilot
122494456,6,2,1,package 2,thick&juicy,omnivore,Ohio,82,Male,27.0,Midwest,"$0 - $14,999",Less than once per week,Yes,Full-time work,White,I don't work,Single / Never married,Rented apartment,1,Walmart (US),University/Higher Education,Burger King,,pilot
122494458,6,2,1,package 2,thick&juicy,omnivore,Massachusetts,154,Male,65.0,Northeast,"$80,000 - $99,999",Less than once per week,Yes,Unable to work,White,I don't work,Married,Owned house,2,Aldi (US),High School/Tertiary/Tech. College,KFC,,pilot
122494477,6,2,1,package 2,thick&juicy,omnivore,California,96,Male,31.0,West,"$50,000 - $79,999",,,,,,,,,,,,,pilot
122494480,6,2,0,package 2,thick&juicy,reducer,California,444,Male,61.0,West,"$25,000 - $49,999",Less than once per week,I participate equally in grocery purchase decision,Retired,White,I don't work,Married,Rented house,2,Walmart (US),Postgraduate Education,Jack in the Box;Popeyes Chicken & Biscuits,"Herbie the Love Bug is my hero. 
Russia sucks. The people need to rise up or it will be WWIII. But, have Russia’s nuclear forces maintained those weapons? Or will it be a route by western nations?

4-6 and Glassy",pilot
122494493,6,2,1,package 2,thick&juicy,omnivore,Indiana,110,Male,63.0,Midwest,"$80,000 - $99,999",One to three times per week,Yes,Retired,White,I don't work,Single / Never married,Owned house,1,Walmart (US),University/Higher Education,Arby's;Burger King;Dairy Queen;Hardee's;KFC;Long John Silver's;McDonald's;Panda Express;Pizza Hut;Qdoba Mexican Grill;Subway;Taco Bell;White Castle;Wendy's,,pilot
122494494,6,2,1,package 2,thick&juicy,omnivore,Arizona,127,Male,76.0,West,"$50,000 - $79,999",Less than once per week,I participate equally in grocery purchase decision,Retired,White,I don't work,Married,Owned house,2,,University/Higher Education,Arby's,,pilot
122502625,6,2,1,package 2,thick&juicy,omnivore,Kansas,201,Female,67.0,Midwest,"$0 - $14,999",Less than once per week,Yes,Retired,,,Married,,2,,,,,pilot
122502938,6,2,0,package 2,thick&juicy,omnivore,California,103,Female,48.0,West,"$25,000 - $49,999",I don't eat at fast food restaurants,I participate equally in grocery purchase decision,Leave of absence,White,I don't work,Divorced,Living with my parents,2,Kroger (US),High School/Tertiary/Tech. College,None,,pilot
122503114,6,2,1,package 2,thick&juicy,omnivore,Tennessee,150,Female,69.0,South,"$25,000 - $49,999",One to three times per week,Yes,Retired,White,I don't work,Married,Owned house,2,Kroger (US),High School/Tertiary/Tech. College,Sonic Drive-In,,pilot
122503119,6,2,1,package 2,thick&juicy,reducer,Texas,139,Female,45.0,South,"$150,000 - $199,999",Less than once per week,Prefer not to say,Homemaker,White,I don't work,Married,Rented house,3,Other,Postgraduate Education,Church's Chicken;McDonald's;Panda Express;Raising Cane's Chicken Fingers,,pilot
122503122,6,2,1,package 2,thick&juicy,omnivore,Mississippi,215,Female,41.0,South,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Active military service,Black or African American,I don't work,Married,Rented house,2,Walmart (US),University/Higher Education,Sonic Drive-In,,pilot
122503123,6,2,1,package 2,thick&juicy,omnivore,Nevada,100,Male,32.0,West,"$80,000 - $99,999",One to three times per week,Yes,Full-time work,White,I don't work,Married,Owned house,3,,Postgraduate Education,Pizza Hut,,pilot
122503124,6,2,0,package 2,thick&juicy,omnivore,Utah,114,Male,31.0,West,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Part-time work,Hispanic or Latino,Craftsman/Tradesman,Domestic partnership / Living with partner,Rented apartment,6+,Walmart (US),High School/Tertiary/Tech. College,Wendy's,Thanks,pilot
122503126,6,2,1,package 2,thick&juicy,reducer,Georgia,178,Male,45.0,South,"$15,000 - $24,999",Four to six times per week,Yes,Unable to work,White,I don't work,Married,Rented apartment,3,Walmart (US);Other,High School/Tertiary/Tech. College,Wendy's,You did a good job ,pilot
122503128,6,2,1,package 2,thick&juicy,omnivore,Nebraska,104,Male,64.0,Midwest,"$150,000 - $199,999",One to three times per week,Yes,Full-time work,White,Technical Staff,Married,Owned house,2,Costco (US),University/Higher Education,Wendy's,,pilot
122503135,6,2,1,package 2,thick&juicy,omnivore,New York,337,Male,44.0,Northeast,"$100,000 - $149,999",One to three times per week,I participate equally in grocery purchase decision,Full-time work,Hispanic or Latino,Product Manager,Married,,,,University/Higher Education,,I like a Juicy Burger with a good bun.,pilot
122503144,6,2,0,package 2,thick&juicy,omnivore,New Jersey,148,Male,28.0,Northeast,"$80,000 - $99,999",I don't eat at fast food restaurants,Yes,Full-time work,White,"Legal professional (attorney, paralegal, lawyer)",Single / Never married,Rented apartment,2,,University/Higher Education,,,pilot
123024185,6,2,1,package 2,thick&juicy,omnivore,Kansas,148,Male,64.0,Midwest,"$100,000 - $149,999",Less than once per week,I participate equally in grocery purchase decision,Part-time work,White,I don't work,Married,Owned house,2,Costco (US),University/Higher Education,Burger King,,pilot
123024453,6,2,0,package 2,thick&juicy,omnivore,Texas,134,Female,67.0,South,"$25,000 - $49,999",Less than once per week,Yes,Own business / Self-employed / Freelance,Hispanic or Latino,C-level executive,Married,Owned house,2,Costco (US),University/Higher Education,Sonic Drive-In,None ,pilot
123029750,6,2,1,package 2,thick&juicy,omnivore,Nevada,190,Male,73.0,West,"$15,000 - $24,999",I don't eat at fast food restaurants,Yes,Part-time work,White,I don't work,Divorced,Rented apartment,1,Costco (US),University/Higher Education,McDonald's,,pilot
121975307,7,1,0,package 1,meatier,omnivore,California,169,Female,58.0,West,"$50,000 - $79,999",One to three times per week,Yes,Own business / Self-employed / Freelance,White,President/CEO/Chairperson,Married,Owned house,2,Prefer not to say,University/Higher Education,Carl's JR;Del Taco;McDonald's;Panda Express;Quiznos;Subway;TCBY;Other,,pilot
121975311,7,1,0,package 1,meatier,reducer,Tennessee,158,Female,46.0,South,"$0 - $14,999",One to three times per week,Yes,Unemployed,White,I don't work,Divorced,Owned house,1,Walmart (US),None completed,Hardee's,,pilot
121975322,7,1,1,package 1,meatier,omnivore,Texas,169,Female,53.0,South,"$15,000 - $24,999",One to three times per week,Yes,Unable to work,White,I don't work,Single / Never married,Rented apartment,2,Walmart (US),High School/Tertiary/Tech. College,Burger King,,pilot
121975335,7,1,1,package 1,meatier,omnivore,Missouri,338,Male,37.0,Midwest,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Full-time work,White,,Married,Owned house,2,,University/Higher Education,Dairy Queen,Nice laid out survey ,pilot
121975349,7,1,0,package 1,meatier,omnivore,Texas,157,Female,49.0,South,,,,,White,,Single / Never married,Rented apartment,2,,University/Higher Education,,,pilot
121975350,7,1,1,package 1,meatier,omnivore,Virginia,177,Female,74.0,South,"$80,000 - $99,999",Less than once per week,Yes,Retired,White,,Married,Owned house,4,,University/Higher Education,,,pilot
121975351,7,1,0,package 1,meatier,omnivore,Georgia,253,Female,57.0,South,"$25,000 - $49,999",,I participate equally in grocery purchase decision,Part-time work,White,,Domestic partnership / Living with partner,Rented apartment,3,Walmart (US),High School/Tertiary/Tech. College,,I would try plant base meat,pilot
121975353,7,1,0,package 1,meatier,reducer,Massachusetts,122,Female,35.0,Northeast,"$150,000 - $199,999",Less than once per week,I participate equally in grocery purchase decision,Full-time work,Other,Product Manager,Married,Owned house,3,Walmart (US),University/Higher Education,,,pilot
121975359,7,1,0,package 1,meatier,reducer,Virginia,147,Male,27.0,South,"$15,000 - $24,999",,Yes,Full-time work,Hispanic or Latino,Product Manager,Divorced,Rented apartment,3,,University/Higher Education,,,pilot
121975363,7,1,0,package 1,meatier,omnivore,Texas,97,Female,31.0,South,"$25,000 - $49,999",Seven to nine times per week,Yes,Full-time work,Black or African American,Financial and investment adviser,Single / Never married,Rented apartment,4,,High School/Tertiary/Tech. College,,,pilot
121975375,7,1,0,package 1,meatier,omnivore,New York,222,Male,21.0,Northeast,"$25,000 - $49,999",,,Studies,White,,Single / Never married,Rented apartment,,Aldi (US),University/Higher Education,,,pilot
121975377,7,1,0,package 1,meatier,omnivore,North Carolina,113,Male,43.0,South,"$25,000 - $49,999",One to three times per week,Prefer not to say,Full-time work,White,Administrative/Clerical,Single / Never married,Owned house,2,Prefer not to say,University/Higher Education,Jack in the Box,,pilot
121975378,7,1,1,package 1,meatier,omnivore,Texas,143,Male,42.0,South,"$25,000 - $49,999",,,Unemployed,White,,,,,Walmart (US),University/Higher Education,,,pilot
121975379,7,1,0,package 1,meatier,omnivore,Illinois,274,Male,75.0,Midwest,"$25,000 - $49,999",One to three times per week,Yes,Part-time work,White,I don't work,Divorced,Rented apartment,1,Prefer not to say,High School/Tertiary/Tech. College,A&W Restaurants,Picked the product with the better looking picture.,pilot
121975380,7,1,0,package 1,meatier,omnivore,Virginia,180,Male,66.0,South,"$50,000 - $79,999",I don't eat at fast food restaurants,Yes,Retired,White,I don't work,Divorced,Owned house,1,,University/Higher Education,Wendy's,,pilot
121975381,7,1,0,package 1,meatier,omnivore,Arizona,210,Male,46.0,West,"$25,000 - $49,999",,Yes,Retired,White,Senior Management,Single / Never married,Rented apartment,3,,University/Higher Education,,,pilot
121975382,7,1,0,package 1,meatier,omnivore,Missouri,166,Male,22.0,Midwest,"$0 - $14,999",Seven to nine times per week,Yes,Unemployed,Black or African American,I don't work,Single / Never married,Owned house,2,Aldi (US);Costco (US);Walmart (US);Other,High School/Tertiary/Tech. College,Prefer not to say,Great survey ,pilot
121975385,7,1,0,package 1,meatier,omnivore,Tennessee,236,Male,57.0,South,"$50,000 - $79,999",One to three times per week,Yes,Unable to work,White,I don't work,Married,Owned house,3,Walmart (US),High School/Tertiary/Tech. College,Wendy's,,pilot
121975386,7,1,1,package 1,meatier,reducer,Louisiana,374,Male,86.0,South,"$25,000 - $49,999",Less than once per week,I participate equally in grocery purchase decision,Retired,American Indian or Alaska Native,I don't work,Married,Owned house,2,Walmart (US),University/Higher Education,Sonic Drive-In,Thanks I enjoyed it ,pilot
121975387,7,1,0,package 1,meatier,omnivore,Florida,95,Male,39.0,South,"$50,000 - $79,999",Prefer not to say,Yes,Part-time work,Asian,Senior Management,Married,Rented apartment,2,Costco (US),University/Higher Education,Burger King,Somewhat good,pilot
121975389,7,1,0,package 1,meatier,reducer,Texas,114,Male,38.0,South,"$200,000 or more",,,Full-time work,White,Information technology manager/director,,,,,Postgraduate Education,,,pilot
121975391,7,1,1,package 1,meatier,omnivore,Georgia,170,Male,65.0,South,"$50,000 - $79,999",Prefer not to say,Yes,Retired,White,I don't work,Married,Owned house,2,Kroger (US),University/Higher Education,Wendy's,,pilot
121975393,7,1,1,package 1,meatier,omnivore,Ohio,187,Male,88.0,Midwest,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Retired,White,I don't work,Married,Owned house,2,,High School/Tertiary/Tech. College,None,,pilot
122494365,7,1,0,package 1,meatier,omnivore,Pennsylvania,96,Male,37.0,Northeast,"$25,000 - $49,999",One to three times per week,Yes,Full-time work,White,,Single / Never married,Owned house,1,,High School/Tertiary/Tech. College,,,pilot
122494369,7,1,0,package 1,meatier,omnivore,Pennsylvania,130,Male,34.0,Midwest,"$50,000 - $79,999",One to three times per week,Yes,Full-time work,White,I don't work,Domestic partnership / Living with partner,Rented apartment,2,Walmart (US),University/Higher Education,Burger King,,pilot
122494371,7,1,0,package 1,meatier,omnivore,South Dakota,325,Female,50.0,Midwest,"$0 - $14,999",One to three times per week,Prefer not to say,Unable to work,American Indian or Alaska Native,I don't work,Married,Rented apartment,5,,High School/Tertiary/Tech. College,Arby's,,pilot
122494372,7,1,0,package 1,meatier,omnivore,Tennessee,262,Male,59.0,South,"$50,000 - $79,999",,,,White,,,,,,,,Great survey ,pilot
122494375,7,1,1,package 1,meatier,omnivore,Pennsylvania,133,Male,54.0,Northeast,Prefer not to say,I don't eat at fast food restaurants,Yes,Own business / Self-employed / Freelance,White,C-level executive,Single / Never married,Owned house,1,Prefer not to say,University/Higher Education,Arby's,,pilot
122494376,7,1,0,package 1,meatier,veg,Arkansas,207,Female,58.0,South,"$0 - $14,999",Ten times or more per week,Yes,Unable to work,White,I don't work,Single / Never married,Rented apartment,2,,High School/Tertiary/Tech. College,,Thanks for letting  me survey for u ,pilot
122494380,7,1,1,package 1,meatier,omnivore,Illinois,333,Male,54.0,Northeast,"$15,000 - $24,999",I don't eat at fast food restaurants,Yes,Unemployed,Hispanic or Latino,I don't work,Divorced,Rented apartment,1,Walmart (US),University/Higher Education,Domino's,,pilot
122494385,7,1,0,package 1,meatier,omnivore,Mississippi,168,Male,37.0,South,"$80,000 - $99,999",One to three times per week,Yes,Full-time work,White,,Married,Owned house,,,University/Higher Education,,Don't typically eat plant based meat products.,pilot
122494386,7,1,1,package 1,meatier,omnivore,Minnesota,150,Male,21.0,Midwest,,One to three times per week,No,Full-time work,Hispanic or Latino,I don't work,Single / Never married,Living with my parents,6+,,High School/Tertiary/Tech. College,,,pilot
122494390,7,1,1,package 1,meatier,omnivore,California,183,Male,42.0,West,"$50,000 - $79,999",One to three times per week,I participate equally in grocery purchase decision,Full-time work,White,"Laborer/Service occupation (maid, miner, waiter)",Single / Never married,Rented house,3,,University/Higher Education,,,pilot
122494394,7,1,0,package 1,meatier,omnivore,Texas,150,Male,44.0,South,"$80,000 - $99,999",One to three times per week,Yes,Full-time work,White,"Plant/machine operator, heavy equipment operator",Divorced,Owned house,4,,High School/Tertiary/Tech. College,,,pilot
122494396,7,1,0,package 1,meatier,reducer,North Carolina,135,Male,39.0,South,"$25,000 - $49,999",,Yes,Full-time work,White,Craftsman/Tradesman,Separated,Rented house,,,High School/Tertiary/Tech. College,,,pilot
122494400,7,1,0,package 1,meatier,omnivore,Texas,121,Male,41.0,South,"$25,000 - $49,999",,,Own business / Self-employed / Freelance,White,,,,,,University/Higher Education,,,pilot
122494411,7,1,1,package 1,meatier,omnivore,Kansas,108,Male,26.0,Midwest,,,,Studies,White,,Single / Never married,Rented house,2,,Secondary School,,,pilot
122494455,7,1,0,package 1,meatier,omnivore,North Carolina,161,Male,25.0,South,"$50,000 - $79,999",One to three times per week,I participate equally in grocery purchase decision,Full-time work,White,Active armed forces/military,Single / Never married,Owned house,2,,High School/Tertiary/Tech. College,,,pilot
122494456,7,1,0,package 1,meatier,omnivore,Ohio,82,Male,27.0,Midwest,"$0 - $14,999",Less than once per week,Yes,Full-time work,White,I don't work,Single / Never married,Rented apartment,1,Walmart (US),University/Higher Education,Burger King,,pilot
122494458,7,1,1,package 1,meatier,omnivore,Massachusetts,154,Male,65.0,Northeast,"$80,000 - $99,999",Less than once per week,Yes,Unable to work,White,I don't work,Married,Owned house,2,Aldi (US),High School/Tertiary/Tech. College,KFC,,pilot
122494477,7,1,0,package 1,meatier,reducer,California,96,Male,31.0,West,"$50,000 - $79,999",,,,,,,,,,,,,pilot
122494480,7,1,1,package 1,meatier,omnivore,California,444,Male,61.0,West,"$25,000 - $49,999",Less than once per week,I participate equally in grocery purchase decision,Retired,White,I don't work,Married,Rented house,2,Walmart (US),Postgraduate Education,Jack in the Box;Popeyes Chicken & Biscuits,"Herbie the Love Bug is my hero. 
Russia sucks. The people need to rise up or it will be WWIII. But, have Russia’s nuclear forces maintained those weapons? Or will it be a route by western nations?

4-6 and Glassy",pilot
122494493,7,1,0,package 1,meatier,omnivore,Indiana,110,Male,63.0,Midwest,"$80,000 - $99,999",One to three times per week,Yes,Retired,White,I don't work,Single / Never married,Owned house,1,Walmart (US),University/Higher Education,Arby's;Burger King;Dairy Queen;Hardee's;KFC;Long John Silver's;McDonald's;Panda Express;Pizza Hut;Qdoba Mexican Grill;Subway;Taco Bell;White Castle;Wendy's,,pilot
122494494,7,1,0,package 1,meatier,omnivore,Arizona,127,Male,76.0,West,"$50,000 - $79,999",Less than once per week,I participate equally in grocery purchase decision,Retired,White,I don't work,Married,Owned house,2,,University/Higher Education,Arby's,,pilot
122502625,7,1,0,package 1,meatier,omnivore,Kansas,201,Female,67.0,Midwest,"$0 - $14,999",Less than once per week,Yes,Retired,,,Married,,2,,,,,pilot
122502938,7,1,0,package 1,meatier,omnivore,California,103,Female,48.0,West,"$25,000 - $49,999",I don't eat at fast food restaurants,I participate equally in grocery purchase decision,Leave of absence,White,I don't work,Divorced,Living with my parents,2,Kroger (US),High School/Tertiary/Tech. College,None,,pilot
122503114,7,1,0,package 1,meatier,omnivore,Tennessee,150,Female,69.0,South,"$25,000 - $49,999",One to three times per week,Yes,Retired,White,I don't work,Married,Owned house,2,Kroger (US),High School/Tertiary/Tech. College,Sonic Drive-In,,pilot
122503119,7,1,0,package 1,meatier,omnivore,Texas,139,Female,45.0,South,"$150,000 - $199,999",Less than once per week,Prefer not to say,Homemaker,White,I don't work,Married,Rented house,3,Other,Postgraduate Education,Church's Chicken;McDonald's;Panda Express;Raising Cane's Chicken Fingers,,pilot
122503122,7,1,0,package 1,meatier,omnivore,Mississippi,215,Female,41.0,South,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Active military service,Black or African American,I don't work,Married,Rented house,2,Walmart (US),University/Higher Education,Sonic Drive-In,,pilot
122503123,7,1,0,package 1,meatier,omnivore,Nevada,100,Male,32.0,West,"$80,000 - $99,999",One to three times per week,Yes,Full-time work,White,I don't work,Married,Owned house,3,,Postgraduate Education,Pizza Hut,,pilot
122503124,7,1,0,package 1,meatier,omnivore,Utah,114,Male,31.0,West,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Part-time work,Hispanic or Latino,Craftsman/Tradesman,Domestic partnership / Living with partner,Rented apartment,6+,Walmart (US),High School/Tertiary/Tech. College,Wendy's,Thanks,pilot
122503126,7,1,0,package 1,meatier,omnivore,Georgia,178,Male,45.0,South,"$15,000 - $24,999",Four to six times per week,Yes,Unable to work,White,I don't work,Married,Rented apartment,3,Walmart (US);Other,High School/Tertiary/Tech. College,Wendy's,You did a good job ,pilot
122503128,7,1,0,package 1,meatier,omnivore,Nebraska,104,Male,64.0,Midwest,"$150,000 - $199,999",One to three times per week,Yes,Full-time work,White,Technical Staff,Married,Owned house,2,Costco (US),University/Higher Education,Wendy's,,pilot
122503135,7,1,0,package 1,meatier,omnivore,New York,337,Male,44.0,Northeast,"$100,000 - $149,999",One to three times per week,I participate equally in grocery purchase decision,Full-time work,Hispanic or Latino,Product Manager,Married,,,,University/Higher Education,,I like a Juicy Burger with a good bun.,pilot
122503144,7,1,0,package 1,meatier,omnivore,New Jersey,148,Male,28.0,Northeast,"$80,000 - $99,999",I don't eat at fast food restaurants,Yes,Full-time work,White,"Legal professional (attorney, paralegal, lawyer)",Single / Never married,Rented apartment,2,,University/Higher Education,,,pilot
123024185,7,1,0,package 1,meatier,omnivore,Kansas,148,Male,64.0,Midwest,"$100,000 - $149,999",Less than once per week,I participate equally in grocery purchase decision,Part-time work,White,I don't work,Married,Owned house,2,Costco (US),University/Higher Education,Burger King,,pilot
123024453,7,1,0,package 1,meatier,omnivore,Texas,134,Female,67.0,South,"$25,000 - $49,999",Less than once per week,Yes,Own business / Self-employed / Freelance,Hispanic or Latino,C-level executive,Married,Owned house,2,Costco (US),University/Higher Education,Sonic Drive-In,None ,pilot
123029750,7,1,1,package 1,meatier,omnivore,Nevada,190,Male,73.0,West,"$15,000 - $24,999",I don't eat at fast food restaurants,Yes,Part-time work,White,I don't work,Divorced,Rented apartment,1,Costco (US),University/Higher Education,McDonald's,,pilot
121975307,7,2,1,package 2,thick&juicy,omnivore,California,169,Female,58.0,West,"$50,000 - $79,999",One to three times per week,Yes,Own business / Self-employed / Freelance,White,President/CEO/Chairperson,Married,Owned house,2,Prefer not to say,University/Higher Education,Carl's JR;Del Taco;McDonald's;Panda Express;Quiznos;Subway;TCBY;Other,,pilot
121975311,7,2,1,package 2,thick&juicy,omnivore,Tennessee,158,Female,46.0,South,"$0 - $14,999",One to three times per week,Yes,Unemployed,White,I don't work,Divorced,Owned house,1,Walmart (US),None completed,Hardee's,,pilot
121975322,7,2,0,package 2,thick&juicy,omnivore,Texas,169,Female,53.0,South,"$15,000 - $24,999",One to three times per week,Yes,Unable to work,White,I don't work,Single / Never married,Rented apartment,2,Walmart (US),High School/Tertiary/Tech. College,Burger King,,pilot
121975335,7,2,0,package 2,thick&juicy,omnivore,Missouri,338,Male,37.0,Midwest,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Full-time work,White,,Married,Owned house,2,,University/Higher Education,Dairy Queen,Nice laid out survey ,pilot
121975349,7,2,1,package 2,thick&juicy,omnivore,Texas,157,Female,49.0,South,,,,,White,,Single / Never married,Rented apartment,2,,University/Higher Education,,,pilot
121975350,7,2,0,package 2,thick&juicy,omnivore,Virginia,177,Female,74.0,South,"$80,000 - $99,999",Less than once per week,Yes,Retired,White,,Married,Owned house,4,,University/Higher Education,,,pilot
121975351,7,2,1,package 2,thick&juicy,omnivore,Georgia,253,Female,57.0,South,"$25,000 - $49,999",,I participate equally in grocery purchase decision,Part-time work,White,,Domestic partnership / Living with partner,Rented apartment,3,Walmart (US),High School/Tertiary/Tech. College,,I would try plant base meat,pilot
121975353,7,2,1,package 2,thick&juicy,omnivore,Massachusetts,122,Female,35.0,Northeast,"$150,000 - $199,999",Less than once per week,I participate equally in grocery purchase decision,Full-time work,Other,Product Manager,Married,Owned house,3,Walmart (US),University/Higher Education,,,pilot
121975359,7,2,1,package 2,thick&juicy,omnivore,Virginia,147,Male,27.0,South,"$15,000 - $24,999",,Yes,Full-time work,Hispanic or Latino,Product Manager,Divorced,Rented apartment,3,,University/Higher Education,,,pilot
121975363,7,2,1,package 2,thick&juicy,omnivore,Texas,97,Female,31.0,South,"$25,000 - $49,999",Seven to nine times per week,Yes,Full-time work,Black or African American,Financial and investment adviser,Single / Never married,Rented apartment,4,,High School/Tertiary/Tech. College,,,pilot
121975375,7,2,1,package 2,thick&juicy,omnivore,New York,222,Male,21.0,Northeast,"$25,000 - $49,999",,,Studies,White,,Single / Never married,Rented apartment,,Aldi (US),University/Higher Education,,,pilot
121975377,7,2,1,package 2,thick&juicy,omnivore,North Carolina,113,Male,43.0,South,"$25,000 - $49,999",One to three times per week,Prefer not to say,Full-time work,White,Administrative/Clerical,Single / Never married,Owned house,2,Prefer not to say,University/Higher Education,Jack in the Box,,pilot
121975378,7,2,0,package 2,thick&juicy,omnivore,Texas,143,Male,42.0,South,"$25,000 - $49,999",,,Unemployed,White,,,,,Walmart (US),University/Higher Education,,,pilot
121975379,7,2,1,package 2,thick&juicy,omnivore,Illinois,274,Male,75.0,Midwest,"$25,000 - $49,999",One to three times per week,Yes,Part-time work,White,I don't work,Divorced,Rented apartment,1,Prefer not to say,High School/Tertiary/Tech. College,A&W Restaurants,Picked the product with the better looking picture.,pilot
121975380,7,2,1,package 2,thick&juicy,omnivore,Virginia,180,Male,66.0,South,"$50,000 - $79,999",I don't eat at fast food restaurants,Yes,Retired,White,I don't work,Divorced,Owned house,1,,University/Higher Education,Wendy's,,pilot
121975381,7,2,1,package 2,thick&juicy,omnivore,Arizona,210,Male,46.0,West,"$25,000 - $49,999",,Yes,Retired,White,Senior Management,Single / Never married,Rented apartment,3,,University/Higher Education,,,pilot
121975382,7,2,1,package 2,thick&juicy,omnivore,Missouri,166,Male,22.0,Midwest,"$0 - $14,999",Seven to nine times per week,Yes,Unemployed,Black or African American,I don't work,Single / Never married,Owned house,2,Aldi (US);Costco (US);Walmart (US);Other,High School/Tertiary/Tech. College,Prefer not to say,Great survey ,pilot
121975385,7,2,1,package 2,thick&juicy,omnivore,Tennessee,236,Male,57.0,South,"$50,000 - $79,999",One to three times per week,Yes,Unable to work,White,I don't work,Married,Owned house,3,Walmart (US),High School/Tertiary/Tech. College,Wendy's,,pilot
121975386,7,2,0,package 2,thick&juicy,omnivore,Louisiana,374,Male,86.0,South,"$25,000 - $49,999",Less than once per week,I participate equally in grocery purchase decision,Retired,American Indian or Alaska Native,I don't work,Married,Owned house,2,Walmart (US),University/Higher Education,Sonic Drive-In,Thanks I enjoyed it ,pilot
121975387,7,2,1,package 2,thick&juicy,omnivore,Florida,95,Male,39.0,South,"$50,000 - $79,999",Prefer not to say,Yes,Part-time work,Asian,Senior Management,Married,Rented apartment,2,Costco (US),University/Higher Education,Burger King,Somewhat good,pilot
121975389,7,2,1,package 2,thick&juicy,omnivore,Texas,114,Male,38.0,South,"$200,000 or more",,,Full-time work,White,Information technology manager/director,,,,,Postgraduate Education,,,pilot
121975391,7,2,0,package 2,thick&juicy,omnivore,Georgia,170,Male,65.0,South,"$50,000 - $79,999",Prefer not to say,Yes,Retired,White,I don't work,Married,Owned house,2,Kroger (US),University/Higher Education,Wendy's,,pilot
121975393,7,2,0,package 2,thick&juicy,omnivore,Ohio,187,Male,88.0,Midwest,"$25,000 - $49,999",I don't eat at fast food restaurants,Yes,Retired,White,I don't work,Married,Owned house,2,,High School/Tertiary/Tech. College,None,,pilot
